#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
224.0,11,993.578025
236.0,11,993.583357
274.0,12,993.588964
236.0,11,993.594043
248.0,11,993.59933
250.0,12,993.604835
232.0,11,993.609632
264.0,12,993.614909
260.0,12,993.620121
246.0,12,993.625282
234.0,12,993.630478
270.0,12,993.63537
236.0,11,993.639823
264.0,12,993.644601
262.0,12,993.649506
230.0,11,993.653794
246.0,12,993.658594
238.0,11,993.66284
238.0,11,993.667128
226.0,11,993.671478
260.0,12,993.678011
232.0,11,993.682492
230.0,11,993.686733
250.0,11,993.690971
252.0,12,993.695617
232.0,11,993.699889
250.0,12,993.704491
250.0,12,993.709013
240.0,11,993.71309
234.0,11,993.71715
230.0,11,993.721208
244.0,12,993.725486
250.0,12,993.729938
250.0,12,993.734327
224.0,11,993.73826
230.0,11,993.742254
230.0,11,993.746323
236.0,11,993.750415
234.0,11,993.754394
226.0,11,993.758337
224.0,11,993.762207
244.0,11,993.766128
234.0,12,993.770333
254.0,12,993.774418
248.0,12,993.780416
230.0,11,993.784318
228.0,11,993.788114
264.0,12,993.79237
232.0,11,993.796352
230.0,11,993.800257
234.0,11,993.804117
250.0,12,993.808336
226.0,11,993.812312
232.0,11,993.816207
228.0,11,993.819954
240.0,11,993.823675
242.0,12,993.827762
226.0,11,993.831521
230.0,11,993.835236
260.0,12,993.839252
244.0,11,995.274407
270.0,12,995.285355
234.0,11,995.295271
232.0,11,995.304526
254.0,11,995.314053
228.0,11,995.326038
238.0,12,995.336288
262.0,12,995.34573
252.0,11,995.354432
256.0,12,995.363698
234.0,11,995.372409
230.0,11,995.3808
238.0,12,995.389963
240.0,12,995.39925
234.0,11,995.407724
236.0,11,995.416001
238.0,12,995.427855
226.0,11,995.436493
244.0,11,995.444722
224.0,11,995.452998
232.0,11,995.461009
240.0,12,995.470043
244.0,11,995.477675
240.0,11,995.484616
244.0,12,995.491988
232.0,11,995.498203
234.0,11,995.504566
266.0,12,995.510949
250.0,12,995.517064
234.0,11,995.522547
246.0,11,995.530262
254.0,11,995.53552
230.0,11,995.540697
226.0,11,995.545863
240.0,11,995.550965
234.0,11,995.555937
232.0,11,995.560813
256.0,12,995.566248
238.0,11,995.57104
248.0,11,995.575837
244.0,12,995.581054
236.0,11,995.585707
224.0,11,995.590263
264.0,12,995.595257
234.0,11,995.5998
242.0,11,995.604284
240.0,11,995.608581
272.0,12,995.613211
250.0,12,995.617903
264.0,12,995.622579
234.0,11,995.628718
252.0,11,995.633027
230.0,11,995.637335
234.0,11,995.641434
244.0,12,995.645844
232.0,11,995.649897
234.0,11,995.653912
236.0,11,995.657845
244.0,12,995.662432
258.0,12,995.66685
242.0,11,995.670878
236.0,11,995.674935
252.0,12,995.679326
232.0,11,995.683345
252.0,11,995.687303
250.0,12,995.69162
236.0,11,995.695554
232.0,11,995.699445
230.0,11,995.703315
232.0,11,995.707155
236.0,11,995.710968
238.0,11,995.7148
230.0,11,995.718787
252.0,11,995.722481
224.0,11,995.726232
242.0,12,995.732116
246.0,12,995.73629
250.0,12,995.740362
236.0,11,995.744039
260.0,12,995.748178
240.0,11,995.751911
230.0,11,995.755659
238.0,12,995.7597
262.0,12,995.763828
252.0,12,995.767902
236.0,11,995.771558
228.0,11,995.775256
254.0,11,995.778926
236.0,11,995.782537
238.0,11,995.786098
240.0,11,995.789648
250.0,12,997.206714
232.0,11,997.215993
232.0,11,997.225178
230.0,11,997.234396
236.0,11,997.243348
244.0,12,997.253079
240.0,11,997.262034
262.0,12,997.274431
236.0,12,997.283907
238.0,12,997.293186
244.0,12,997.302793
232.0,11,997.31125
250.0,12,997.320452
244.0,11,997.328583
252.0,11,997.336845
242.0,11,997.34502
254.0,12,997.353976
246.0,12,997.362806
226.0,11,997.373715
240.0,11,997.382154
254.0,12,997.391173
258.0,12,997.40007
240.0,12,997.40822
232.0,11,997.415296
268.0,12,997.422632
232.0,11,997.42862
226.0,11,997.434947
230.0,11,997.441031
254.0,11,997.446443
260.0,12,997.45249
242.0,11,997.457914
252.0,12,997.463616
234.0,11,997.468786
248.0,11,997.475993
234.0,11,997.481174
246.0,12,997.486709
228.0,11,997.491476
242.0,12,997.496656
236.0,11,997.501637
242.0,12,997.506851
246.0,12,997.512077
246.0,11,997.516798
258.0,12,997.521654
234.0,11,997.526087
252.0,12,997.531007
250.0,12,997.535873
234.0,11,997.540254
236.0,11,997.544584
258.0,12,997.549296
232.0,11,997.553509
250.0,12,997.558167
268.0,12,997.562665
260.0,12,997.567075
234.0,11,997.571114
256.0,12,997.577364
262.0,12,997.581857
234.0,11,997.585936
254.0,12,997.590299
242.0,12,997.594688
244.0,12,997.599312
234.0,11,997.603437
240.0,12,997.607799
240.0,12,997.61234
232.0,11,997.616475
244.0,11,997.620443
252.0,12,997.624846
228.0,11,997.628806
246.0,12,997.633149
248.0,12,997.637619
240.0,11,997.641815
238.0,12,997.646367
240.0,11,997.650598
250.0,11,997.654759
230.0,11,997.659132
236.0,11,997.663442
240.0,11,997.667628
232.0,11,997.671814
250.0,12,997.67818
234.0,11,997.682514
226.0,11,997.68676
238.0,12,997.691351
230.0,11,997.695629
264.0,12,997.700291
254.0,12,997.704949
246.0,12,997.709528
238.0,11,997.713844
232.0,11,997.718044
246.0,12,997.722419
250.0,12,997.726759
250.0,12,999.157386
242.0,11,999.167123
246.0,12,999.177775
258.0,12,999.188048
232.0,11,999.1976
252.0,12,999.207421
230.0,11,999.219622
246.0,12,999.22928
228.0,11,999.238282
244.0,11,999.247134
226.0,11,999.256248
244.0,12,999.265402
232.0,11,999.273783
236.0,11,999.282053
236.0,11,999.29063
248.0,11,999.299039
244.0,11,999.307345
240.0,12,999.32267
234.0,11,999.331012
242.0,12,999.34005
224.0,11,999.348083
252.0,12,999.356931
252.0,12,999.365597
246.0,12,999.373987
244.0,11,999.380757
230.0,11,999.387518
224.0,11,999.393784
252.0,12,999.400366
254.0,12,999.407655
234.0,11,999.41329
224.0,11,999.420897
234.0,12,999.426965
246.0,11,999.432787
230.0,11,999.438167
246.0,12,999.443659
228.0,11,999.448829
232.0,11,999.453823
234.0,12,999.459236
248.0,12,999.464325
246.0,11,999.469037
242.0,11,999.473764
232.0,11,999.478526
230.0,11,999.4831
242.0,11,999.487608
234.0,11,999.492041
244.0,12,999.496946
268.0,12,999.501807
238.0,11,999.506138
236.0,11,999.510412
240.0,11,999.514754
224.0,11,999.520926
228.0,11,999.52535
236.0,11,999.529729
236.0,11,999.534026
250.0,12,999.538641
244.0,12,999.543244
250.0,12,999.547817
246.0,12,999.55232
236.0,11,999.556228
228.0,11,999.560133
228.0,11,999.564106
246.0,11,999.568154
234.0,11,999.572092
228.0,11,999.576085
242.0,11,999.580074
236.0,11,999.584076
242.0,12,999.588461
238.0,11,999.5925
228.0,11,999.596464
230.0,11,999.600349
234.0,11,999.604248
274.0,13,999.608733
250.0,12,999.612926
234.0,12,999.61711
250.0,11,999.622764
232.0,11,999.626602
272.0,12,999.630831
226.0,11,999.63468
230.0,11,999.638445
242.0,12,999.642615
240.0,11,999.646469
244.0,12,999.650569
238.0,11,999.654227
252.0,12,999.658199
252.0,12,999.662202
228.0,11,999.665967
228.0,11,999.669734
236.0,11,999.673472
244.0,12,999.67749
234.0,11,999.681168
234.0,11,1001.410094
260.0,12,1001.420251
230.0,12,1001.430472
236.0,11,1001.439865
268.0,13,1001.45033
236.0,11,1001.45934
230.0,11,1001.467849
234.0,11,1001.476294
226.0,11,1001.485013
248.0,12,1001.497151
246.0,12,1001.506592
250.0,12,1001.515814
230.0,11,1001.52417
232.0,11,1001.532581
246.0,12,1001.541679
242.0,12,1001.550753
244.0,11,1001.558897
236.0,11,1001.566945
228.0,11,1001.574963
242.0,11,1001.582965
244.0,12,1001.591708
242.0,11,1001.601376
276.0,13,1001.609646
234.0,11,1001.616604
238.0,11,1001.623181
228.0,11,1001.629362
232.0,11,1001.635505
234.0,11,1001.641529
228.0,11,1001.647094
230.0,11,1001.652647
244.0,11,1001.658173
230.0,11,1001.663559
232.0,11,1001.668642
232.0,11,1001.673832
254.0,12,1001.679537
226.0,11,1001.684642
230.0,11,1001.689435
234.0,11,1001.694158
248.0,12,1001.701421
238.0,11,1001.70629
232.0,11,1001.711121
254.0,12,1001.716366
234.0,11,1001.720933
236.0,11,1001.725417
230.0,11,1001.729915
234.0,11,1001.734383
248.0,11,1001.738878
234.0,11,1001.743254
236.0,11,1001.74773
238.0,11,1001.75201
244.0,11,1001.756255
244.0,11,1001.760494
252.0,12,1001.765053
236.0,11,1001.76914
224.0,11,1001.773188
240.0,11,1001.777171
266.0,12,1001.781544
242.0,12,1001.785989
234.0,11,1001.789959
258.0,12,1001.794319
250.0,12,1001.8006
230.0,11,1001.804703
252.0,11,1001.808727
236.0,11,1001.812716
238.0,11,1001.816718
240.0,11,1001.820754
248.0,12,1001.825079
232.0,11,1001.828935
238.0,11,1001.832872
244.0,11,1001.836698
232.0,11,1001.840518
230.0,11,1001.84432
252.0,12,1001.848574
234.0,11,1001.852461
240.0,12,1001.856647
232.0,11,1001.860401
234.0,11,1001.864203
234.0,11,1001.867853
234.0,11,1001.871563
264.0,12,1001.875623
232.0,11,1001.879283
234.0,11,1001.883041
244.0,12,1001.887101
242.0,11,1001.890779
228.0,11,1001.894408
254.0,12,1001.900023
244.0,11,1001.903811
246.0,12,1001.907808
238.0,11,1001.911543
244.0,11,1001.915183
244.0,11,1001.918849
240.0,11,1003.298273
234.0,11,1003.306783
240.0,12,1003.315918
236.0,11,1003.324031
236.0,11,1003.332352
226.0,11,1003.343953
236.0,12,1003.353019
230.0,11,1003.360639
238.0,11,1003.368832
224.0,11,1003.377615
236.0,11,1003.385398
234.0,12,1003.393918
232.0,11,1003.401829
244.0,12,1003.409957
232.0,11,1003.417566
272.0,12,1003.425743
228.0,11,1003.433369
230.0,11,1003.440654
258.0,12,1003.451803
230.0,11,1003.459235
226.0,11,1003.466744
228.0,11,1003.474248
256.0,12,1003.482214
234.0,12,1003.490324
236.0,11,1003.497924
248.0,11,1003.505071
236.0,11,1003.511786
240.0,11,1003.518071
230.0,11,1003.5243
266.0,12,1003.530887
228.0,11,1003.536438
252.0,12,1003.542411
228.0,11,1003.54995
232.0,11,1003.555182
228.0,11,1003.560337
236.0,11,1003.565661
244.0,12,1003.571176
246.0,12,1003.576558
224.0,11,1003.581389
232.0,11,1003.58624
234.0,11,1003.591162
232.0,11,1003.595969
246.0,11,1003.600723
226.0,11,1003.605145
226.0,11,1003.609692
244.0,11,1003.614272
232.0,11,1003.618701
252.0,11,1003.623025
224.0,11,1003.627305
228.0,11,1003.631564
230.0,11,1003.635797
234.0,11,1003.639956
248.0,12,1003.644686
256.0,12,1003.651058
238.0,11,1003.655224
238.0,11,1003.659345
246.0,12,1003.663955
228.0,11,1003.668011
246.0,11,1003.672092
232.0,11,1003.676185
242.0,11,1003.680263
236.0,11,1003.684179
252.0,12,1003.688454
232.0,11,1003.69228
240.0,11,1003.696178
236.0,11,1003.700027
248.0,11,1003.703816
224.0,11,1003.707667
230.0,11,1003.711615
232.0,11,1003.715448
264.0,12,1003.719517
252.0,12,1003.723655
228.0,11,1003.727403
240.0,11,1003.731465
236.0,12,1003.735484
226.0,11,1003.739169
250.0,12,1003.743113
260.0,12,1003.747147
240.0,12,1003.753018
236.0,11,1003.756685
258.0,12,1003.760656
248.0,12,1003.764772
236.0,11,1003.768442
250.0,12,1003.772397
230.0,11,1003.776097
238.0,11,1003.779808
230.0,11,1003.783567
280.0,13,1003.7879
270.0,12,1003.791891
236.0,11,1003.795673
232.0,11,1005.577987
232.0,11,1005.58753
226.0,11,1005.596591
228.0,11,1005.60939
242.0,11,1005.618572
252.0,12,1005.62825
246.0,12,1005.637924
236.0,11,1005.646585
260.0,12,1005.655932
254.0,12,1005.665649
226.0,11,1005.674073
230.0,11,1005.682381
234.0,11,1005.690582
270.0,13,1005.700216
232.0,11,1005.711497
242.0,11,1005.719684
246.0,12,1005.72859
262.0,12,1005.737488
232.0,11,1005.745408
242.0,11,1005.753602
246.0,11,1005.761686
230.0,11,1005.76948
244.0,12,1005.778161
230.0,11,1005.784977
232.0,11,1005.791726
238.0,12,1005.798831
236.0,11,1005.809605
248.0,12,1005.816873
252.0,12,1005.822962
252.0,12,1005.828461
234.0,11,1005.833712
226.0,11,1005.838662
260.0,12,1005.844155
234.0,11,1005.849104
238.0,11,1005.853777
236.0,11,1005.858472
228.0,11,1005.863277
242.0,11,1005.867937
254.0,12,1005.87296
234.0,11,1005.877538
264.0,12,1005.882545
240.0,12,1005.887495
224.0,11,1005.89194
246.0,12,1005.896824
234.0,11,1005.901102
252.0,12,1005.908883
254.0,11,1005.913304
260.0,12,1005.917865
230.0,11,1005.922042
256.0,12,1005.92656
250.0,12,1005.931261
238.0,11,1005.935463
236.0,11,1005.939576
232.0,11,1005.94364
250.0,12,1005.948102
278.0,13,1005.952927
226.0,11,1005.956924
236.0,11,1005.961005
238.0,12,1005.965427
228.0,11,1005.969436
236.0,11,1005.973347
248.0,12,1005.977634
236.0,11,1005.981477
250.0,11,1005.985243
236.0,12,1005.989367
250.0,11,1005.99314
236.0,11,1005.996973
236.0,11,1006.000878
248.0,12,1006.005084
240.0,12,1006.012474
244.0,12,1006.016694
228.0,11,1006.020571
234.0,11,1006.024369
244.0,12,1006.02848
244.0,12,1006.03265
246.0,12,1006.036675
236.0,11,1006.040311
240.0,11,1006.043918
244.0,12,1006.047986
242.0,11,1006.051699
238.0,11,1006.05535
230.0,11,1006.058967
230.0,11,1006.062715
236.0,11,1006.066401
236.0,11,1006.069977
236.0,11,1006.073537
234.0,11,1006.077177
266.0,12,1006.08128
242.0,12,1006.085246
230.0,11,1006.088834
238.0,11,1009.195016
254.0,12,1009.203894
254.0,12,1009.212687
226.0,11,1009.220672
250.0,12,1009.229143
234.0,11,1009.23689
254.0,12,1009.245101
232.0,11,1009.252769
234.0,11,1009.260214
230.0,11,1009.267823
240.0,11,1009.277905
228.0,11,1009.285516
250.0,12,1009.293291
248.0,12,1009.301398
236.0,12,1009.309276
234.0,11,1009.316578
242.0,11,1009.323776
240.0,11,1009.331106
228.0,11,1009.338226
238.0,11,1009.345212
228.0,11,1009.352305
250.0,12,1009.360007
232.0,12,1009.367895
276.0,13,1009.378579
234.0,11,1009.384917
234.0,11,1009.390995
226.0,11,1009.397116
230.0,11,1009.403607
226.0,11,1009.409122
226.0,11,1009.414723
250.0,12,1009.420694
236.0,11,1009.426079
250.0,12,1009.431843
248.0,12,1009.437262
238.0,12,1009.442576
250.0,12,1009.448055
238.0,11,1009.452797
226.0,11,1009.457472
236.0,11,1009.462175
230.0,11,1009.466813
256.0,12,1009.471797
236.0,11,1009.476153
238.0,11,1009.482531
238.0,12,1009.487379
236.0,11,1009.491744
232.0,11,1009.496135
254.0,12,1009.500946
232.0,11,1009.505233
240.0,11,1009.509405
250.0,12,1009.513886
228.0,11,1009.518029
250.0,12,1009.522521
250.0,12,1009.526972
232.0,11,1009.531042
224.0,11,1009.535164
238.0,11,1009.539132
234.0,11,1009.543133
254.0,12,1009.54741
230.0,11,1009.551322
226.0,11,1009.555304
244.0,12,1009.559511
244.0,12,1009.563657
242.0,11,1009.56745
232.0,11,1009.571173
250.0,12,1009.575278
228.0,11,1009.580802
238.0,11,1009.584563
236.0,11,1009.588208
252.0,12,1009.59216
240.0,11,1009.595996
234.0,11,1009.599759
230.0,11,1009.603425
228.0,11,1009.607141
242.0,12,1009.611176
238.0,11,1009.614865
236.0,11,1009.618587
254.0,12,1009.622537
232.0,11,1009.626117
238.0,11,1009.629749
242.0,11,1009.633342
248.0,12,1009.637251
252.0,12,1009.641067
244.0,12,1009.644877
246.0,12,1009.648673
230.0,11,1009.652175
248.0,12,1009.656142
236.0,11,1009.659688
244.0,12,1009.663624
250.0,12,1009.667398
252.0,12,1009.671137
228.0,11,1011.096087
248.0,12,1011.10518
248.0,12,1011.114485
250.0,12,1011.126594
250.0,12,1011.13625
246.0,11,1011.143945
242.0,11,1011.151938
254.0,12,1011.160101
246.0,11,1011.167724
252.0,12,1011.175837
226.0,11,1011.183432
236.0,11,1011.190787
232.0,11,1011.198079
272.0,12,1011.206012
234.0,11,1011.213263
234.0,11,1011.220569
264.0,12,1011.232373
236.0,11,1011.239872
238.0,11,1011.247174
228.0,11,1011.254309
268.0,13,1011.262575
242.0,12,1011.270275
230.0,11,1011.277366
224.0,11,1011.284402
232.0,11,1011.291507
244.0,12,1011.298379
228.0,11,1011.30459
252.0,12,1011.31109
238.0,11,1011.316716
228.0,11,1011.322121
234.0,11,1011.329776
236.0,11,1011.335485
240.0,11,1011.34056
244.0,12,1011.346054
252.0,12,1011.3516
274.0,13,1011.35739
234.0,11,1011.362058
240.0,11,1011.366806
242.0,11,1011.371545
228.0,11,1011.37625
236.0,11,1011.380798
238.0,11,1011.385365
236.0,11,1011.389864
238.0,11,1011.39423
226.0,11,1011.39867
238.0,12,1011.403766
228.0,11,1011.408028
230.0,11,1011.41218
236.0,11,1011.416301
252.0,12,1011.420819
232.0,11,1011.424937
226.0,11,1011.431001
240.0,11,1011.435787
228.0,11,1011.439925
226.0,11,1011.444006
230.0,11,1011.448233
232.0,11,1011.452275
230.0,11,1011.45623
230.0,11,1011.460182
250.0,12,1011.46463
268.0,12,1011.468987
236.0,12,1011.473186
246.0,12,1011.477402
240.0,12,1011.481501
244.0,12,1011.485657
242.0,12,1011.489821
236.0,11,1011.493621
230.0,11,1011.497445
228.0,11,1011.501282
242.0,12,1011.505421
244.0,12,1011.509614
232.0,11,1011.513324
254.0,12,1011.51742
242.0,11,1011.521263
240.0,11,1011.524991
240.0,11,1011.528591
236.0,11,1011.534085
248.0,12,1011.538479
234.0,12,1011.542431
256.0,12,1011.546541
230.0,11,1011.550182
252.0,12,1011.554116
234.0,11,1011.557704
244.0,11,1011.561271
230.0,11,1011.56492
238.0,11,1011.568535
246.0,11,1011.57212
236.0,12,1011.576048
233.0,12,1011.579908
268.0,12,1013.477286
234.0,11,1013.493618
250.0,12,1013.514375
234.0,11,1013.523403
242.0,11,1013.53222
268.0,12,1013.541659
242.0,11,1013.54993
244.0,11,1013.558051
248.0,12,1013.566959
230.0,11,1013.575045
228.0,11,1013.58305
260.0,12,1013.591784
232.0,11,1013.599847
258.0,12,1013.608459
238.0,11,1013.619334
236.0,11,1013.627683
224.0,11,1013.635893
254.0,11,1013.643718
232.0,12,1013.652335
228.0,11,1013.659912
238.0,11,1013.666765
246.0,11,1013.67353
230.0,11,1013.680129
234.0,11,1013.686088
274.0,13,1013.692986
246.0,11,1013.69892
230.0,11,1013.70437
240.0,12,1013.710297
242.0,12,1013.71845
256.0,12,1013.724164
268.0,13,1013.730361
228.0,11,1013.735382
244.0,12,1013.740782
234.0,11,1013.745738
256.0,12,1013.750923
234.0,11,1013.755728
262.0,12,1013.760774
234.0,11,1013.765553
250.0,12,1013.770623
250.0,11,1013.775187
244.0,12,1013.780168
236.0,11,1013.784606
236.0,11,1013.78902
232.0,11,1013.793417
226.0,11,1013.797764
234.0,11,1013.802052
234.0,11,1013.806249
234.0,12,1013.810887
230.0,11,1013.815123
254.0,12,1013.821898
230.0,11,1013.826239
228.0,11,1013.830525
230.0,11,1013.83477
232.0,11,1013.838912
236.0,11,1013.843098
258.0,12,1013.847452
226.0,11,1013.851445
236.0,11,1013.855428
228.0,11,1013.859326
266.0,13,1013.863948
256.0,12,1013.868344
252.0,12,1013.87267
260.0,12,1013.876931
228.0,11,1013.880858
224.0,11,1013.884859
236.0,11,1013.888723
232.0,11,1013.892666
226.0,11,1013.896478
270.0,12,1013.900555
238.0,11,1013.904329
226.0,11,1013.908178
230.0,11,1013.911947
248.0,11,1013.915816
242.0,11,1013.921421
234.0,11,1013.925394
248.0,12,1013.92965
246.0,11,1013.933547
230.0,11,1013.937319
240.0,11,1013.941041
238.0,12,1013.945075
234.0,11,1013.94885
228.0,11,1013.952562
