#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
248.0,12,2069.838022
242.0,11,2069.841703
270.0,13,2069.846028
232.0,11,2069.849604
232.0,11,2069.853218
232.0,11,2069.856846
252.0,12,2069.860772
230.0,11,2071.265603
232.0,11,2071.275012
230.0,11,2071.284179
234.0,11,2071.293354
236.0,11,2071.302616
232.0,11,2071.311304
244.0,12,2071.32052
244.0,11,2071.32904
250.0,12,2071.338294
234.0,11,2071.346878
264.0,12,2071.356071
224.0,11,2071.367387
254.0,12,2071.376592
254.0,12,2071.385546
246.0,12,2071.394687
236.0,11,2071.40348
234.0,11,2071.411685
224.0,11,2071.419756
232.0,11,2071.427814
224.0,11,2071.435934
266.0,12,2071.444714
240.0,12,2071.453608
232.0,11,2071.463858
232.0,11,2071.471289
262.0,12,2071.478978
234.0,11,2071.485761
250.0,12,2071.49317
246.0,12,2071.499789
250.0,12,2071.506498
238.0,11,2071.512508
252.0,12,2071.518582
232.0,12,2071.524556
256.0,12,2071.530533
260.0,12,2071.536412
250.0,12,2071.541952
226.0,11,2071.547004
240.0,11,2071.552173
254.0,12,2071.557577
228.0,11,2071.562389
236.0,11,2071.569083
230.0,11,2071.57399
232.0,11,2071.578745
238.0,12,2071.583919
230.0,11,2071.588888
242.0,11,2071.593942
262.0,12,2071.59915
258.0,12,2071.604136
234.0,11,2071.608642
230.0,11,2071.613086
254.0,12,2071.617955
236.0,11,2071.622456
244.0,12,2071.627235
244.0,12,2071.631831
224.0,11,2071.636133
230.0,11,2071.640407
232.0,11,2071.644617
246.0,12,2071.649278
232.0,11,2071.653475
228.0,11,2071.657882
228.0,11,2071.662067
232.0,11,2071.668005
232.0,11,2071.672129
260.0,12,2071.676651
236.0,11,2071.680789
260.0,12,2071.685132
230.0,11,2071.689301
228.0,11,2071.69338
236.0,11,2071.697413
230.0,11,2071.701488
238.0,12,2071.705787
248.0,11,2071.709747
236.0,11,2071.713726
242.0,12,2071.71796
232.0,11,2071.721871
232.0,11,2071.725874
248.0,11,2071.72968
230.0,11,2071.733435
246.0,11,2071.737275
228.0,11,2071.741073
236.0,11,2071.744849
254.0,12,2071.748928
246.0,11,2071.752706
266.0,12,2071.75692
230.0,11,2071.760693
226.0,11,2071.764387
226.0,11,2071.769758
256.0,12,2071.773933
236.0,11,2071.777732
254.0,12,2071.781928
226.0,11,2071.785744
230.0,11,2074.087811
250.0,12,2074.10446
256.0,12,2074.113016
238.0,11,2074.120642
232.0,11,2074.128013
244.0,11,2074.135349
234.0,12,2074.14343
248.0,12,2074.151269
234.0,11,2074.158485
226.0,11,2074.165671
232.0,11,2074.172783
240.0,11,2074.184307
246.0,11,2074.191644
238.0,11,2074.198691
232.0,11,2074.205836
228.0,11,2074.212834
250.0,12,2074.220371
248.0,12,2074.227916
244.0,12,2074.235323
234.0,11,2074.242308
246.0,11,2074.248977
258.0,12,2074.256252
232.0,11,2074.262462
248.0,12,2074.268884
266.0,13,2074.275832
240.0,11,2074.284905
232.0,11,2074.29041
240.0,12,2074.296288
228.0,11,2074.301432
252.0,12,2074.306916
244.0,12,2074.312188
224.0,11,2074.317093
234.0,11,2074.32208
234.0,12,2074.327129
226.0,11,2074.331692
258.0,12,2074.33663
256.0,12,2074.341481
226.0,11,2074.345953
238.0,11,2074.350337
236.0,11,2074.354714
240.0,11,2074.359231
248.0,12,2074.36409
240.0,11,2074.368502
250.0,11,2074.372876
252.0,12,2074.377445
248.0,12,2074.381924
240.0,11,2074.389586
230.0,11,2074.393947
238.0,11,2074.398208
240.0,12,2074.402836
242.0,12,2074.407617
224.0,11,2074.411662
250.0,11,2074.415697
270.0,12,2074.420221
252.0,12,2074.424812
226.0,11,2074.428925
246.0,12,2074.433243
242.0,11,2074.437676
234.0,12,2074.441829
248.0,11,2074.445626
232.0,11,2074.449319
232.0,11,2074.452997
242.0,11,2074.456709
238.0,11,2074.460393
232.0,11,2074.464062
232.0,11,2074.467814
246.0,12,2074.471858
242.0,11,2074.475517
240.0,11,2074.47911
244.0,11,2074.482826
242.0,12,2074.489746
240.0,11,2074.493413
234.0,11,2074.497001
244.0,11,2074.500648
254.0,12,2074.504532
232.0,11,2074.508038
232.0,11,2074.511546
264.0,12,2074.515385
238.0,11,2074.518873
226.0,11,2074.522499
232.0,11,2074.525978
240.0,11,2074.529544
242.0,12,2074.533381
234.0,11,2074.53682
248.0,11,2074.540251
250.0,12,2074.544023
250.0,11,2074.547523
248.0,12,2074.551293
230.0,11,2074.554717
230.0,11,2074.558169
238.0,11,2077.531003
244.0,11,2077.54682
254.0,12,2077.558562
234.0,11,2077.566064
238.0,11,2077.573488
246.0,12,2077.581554
260.0,12,2077.592471
256.0,12,2077.600405
228.0,11,2077.607737
240.0,12,2077.615698
228.0,11,2077.623075
228.0,11,2077.630353
248.0,12,2077.638094
248.0,12,2077.646045
238.0,11,2077.653095
228.0,11,2077.660166
250.0,12,2077.66777
246.0,12,2077.675382
268.0,13,2077.683404
244.0,12,2077.69381
232.0,11,2077.700618
252.0,12,2077.708024
238.0,11,2077.714829
236.0,11,2077.720757
246.0,11,2077.726669
236.0,11,2077.732399
248.0,11,2077.737867
228.0,11,2077.743263
224.0,11,2077.748595
238.0,11,2077.753719
240.0,11,2077.758513
242.0,11,2077.76329
240.0,12,2077.768479
236.0,11,2077.773072
242.0,11,2077.77774
252.0,12,2077.782641
232.0,12,2077.787527
254.0,12,2077.794467
228.0,11,2077.798803
254.0,12,2077.803524
236.0,11,2077.807859
236.0,11,2077.812151
250.0,12,2077.816821
252.0,12,2077.82162
246.0,11,2077.825938
240.0,11,2077.83035
232.0,11,2077.834548
228.0,11,2077.83883
240.0,11,2077.843013
248.0,12,2077.847507
248.0,12,2077.851921
228.0,11,2077.856134
260.0,12,2077.860564
240.0,11,2077.864604
258.0,12,2077.869025
234.0,11,2077.873357
232.0,11,2077.8778
230.0,11,2077.882172
234.0,11,2077.88658
246.0,11,2077.891001
236.0,11,2077.897922
250.0,12,2077.902708
242.0,12,2077.9076
250.0,12,2077.91231
234.0,11,2077.916613
226.0,11,2077.92099
238.0,12,2077.925752
264.0,12,2077.930393
236.0,11,2077.93463
254.0,12,2077.939236
256.0,12,2077.94388
242.0,11,2077.947942
252.0,12,2077.952262
238.0,11,2077.956595
236.0,11,2077.960718
232.0,11,2077.964749
238.0,11,2077.968788
232.0,11,2077.973032
244.0,12,2077.977359
236.0,11,2077.981349
230.0,11,2077.985262
230.0,11,2077.989274
234.0,11,2077.993216
258.0,12,2077.99931
228.0,11,2078.003104
240.0,11,2078.007036
242.0,11,2078.010901
234.0,11,2078.014661
232.0,11,2078.018361
262.0,12,2078.022374
238.0,12,2081.294517
236.0,11,2081.309893
240.0,11,2081.323177
244.0,12,2081.331297
246.0,12,2081.339471
234.0,11,2081.346702
232.0,11,2081.353895
248.0,11,2081.361031
256.0,12,2081.372736
234.0,11,2081.379931
246.0,12,2081.387703
236.0,11,2081.394928
248.0,12,2081.402626
232.0,11,2081.409665
242.0,11,2081.416738
270.0,12,2081.424152
236.0,11,2081.431039
254.0,12,2081.438471
236.0,11,2081.445373
250.0,12,2081.452667
224.0,11,2081.45932
246.0,12,2081.46581
250.0,12,2081.474594
254.0,12,2081.481061
248.0,12,2081.486829
238.0,11,2081.492164
250.0,12,2081.497998
230.0,11,2081.503507
230.0,11,2081.508597
228.0,11,2081.513583
240.0,11,2081.518543
230.0,11,2081.523431
232.0,11,2081.528319
234.0,11,2081.532935
264.0,12,2081.537907
250.0,12,2081.542958
224.0,11,2081.547569
256.0,12,2081.552467
234.0,11,2081.556784
268.0,12,2081.561675
236.0,11,2081.565974
248.0,11,2081.570432
246.0,11,2081.576804
244.0,12,2081.581563
230.0,11,2081.585782
230.0,11,2081.590033
236.0,11,2081.594154
230.0,11,2081.598252
250.0,12,2081.602821
232.0,11,2081.606971
234.0,11,2081.611045
238.0,11,2081.615127
252.0,12,2081.619595
254.0,12,2081.623871
244.0,12,2081.628161
236.0,11,2081.632035
228.0,11,2081.636029
254.0,12,2081.640285
238.0,11,2081.644106
248.0,11,2081.647961
252.0,11,2081.651724
230.0,11,2081.655421
230.0,11,2081.659144
240.0,12,2081.663245
238.0,11,2081.667022
228.0,11,2081.670837
234.0,11,2081.676324
234.0,11,2081.680156
236.0,11,2081.683909
228.0,11,2081.687678
242.0,11,2081.691414
230.0,11,2081.695105
236.0,11,2081.698728
238.0,11,2081.702402
262.0,12,2081.706443
232.0,11,2081.710053
250.0,11,2081.713654
238.0,11,2081.717162
226.0,11,2081.720667
248.0,12,2081.724466
252.0,12,2081.728238
242.0,11,2081.731727
244.0,11,2081.735188
242.0,12,2081.73901
234.0,11,2081.742519
234.0,11,2081.745981
228.0,11,2081.749451
238.0,11,2081.752862
246.0,12,2081.75667
248.0,11,2081.760105
230.0,11,2084.991981
246.0,12,2085.009583
256.0,12,2085.024063
236.0,11,2085.031768
252.0,12,2085.039847
232.0,11,2085.047361
238.0,12,2085.055361
254.0,12,2085.06317
230.0,11,2085.075704
254.0,12,2085.083814
250.0,12,2085.091777
250.0,12,2085.099609
246.0,12,2085.107546
252.0,11,2085.114673
240.0,11,2085.121937
252.0,12,2085.129578
232.0,11,2085.136723
224.0,11,2085.143634
242.0,12,2085.15115
236.0,11,2085.158232
250.0,12,2085.165708
240.0,11,2085.177225
250.0,11,2085.183729
242.0,12,2085.190508
226.0,11,2085.196751
232.0,11,2085.202763
240.0,11,2085.208244
252.0,12,2085.214185
250.0,12,2085.220111
250.0,12,2085.225881
236.0,11,2085.230791
240.0,11,2085.235696
252.0,12,2085.241085
236.0,11,2085.245816
226.0,11,2085.250459
242.0,12,2085.255482
236.0,11,2085.260038
258.0,12,2085.264941
230.0,11,2085.269241
228.0,11,2085.276914
260.0,12,2085.282265
230.0,11,2085.286755
236.0,12,2085.291677
252.0,11,2085.296068
244.0,12,2085.300733
244.0,11,2085.305007
264.0,12,2085.309637
228.0,11,2085.313725
228.0,11,2085.317796
238.0,12,2085.322285
238.0,11,2085.326404
234.0,11,2085.330467
274.0,13,2085.335152
228.0,11,2085.339098
260.0,12,2085.343462
240.0,12,2085.347731
250.0,12,2085.352044
228.0,11,2085.35595
230.0,11,2085.359883
230.0,11,2085.363822
230.0,11,2085.367685
236.0,11,2085.371403
240.0,11,2085.375166
226.0,11,2085.38214
260.0,12,2085.386566
244.0,11,2085.390429
242.0,11,2085.394156
240.0,12,2085.398286
252.0,12,2085.402372
238.0,12,2085.406598
232.0,11,2085.410363
242.0,11,2085.414144
254.0,12,2085.418286
250.0,12,2085.422486
228.0,11,2085.426165
230.0,11,2085.42979
226.0,11,2085.433428
226.0,11,2085.437018
232.0,11,2085.440557
232.0,11,2085.444097
244.0,11,2085.44765
264.0,13,2085.451914
228.0,11,2085.455471
246.0,12,2085.459321
234.0,11,2085.462843
238.0,12,2085.466699
256.0,12,2085.470548
256.0,12,2085.47443
236.0,11,2085.477972
238.0,11,2085.484531
230.0,11,2087.144186
254.0,12,2087.154389
234.0,12,2087.164375
238.0,11,2087.173573
252.0,12,2087.183096
226.0,11,2087.191837
230.0,11,2087.200419
230.0,11,2087.208941
238.0,11,2087.21717
240.0,11,2087.225688
230.0,11,2087.236938
258.0,12,2087.246281
240.0,11,2087.255046
228.0,11,2087.263533
272.0,13,2087.272964
242.0,11,2087.281529
232.0,11,2087.289659
240.0,12,2087.298341
252.0,12,2087.306984
272.0,13,2087.316725
232.0,11,2087.324662
240.0,12,2087.332056
248.0,11,2087.341606
226.0,11,2087.347846
228.0,11,2087.354061
248.0,11,2087.360136
240.0,11,2087.366295
244.0,12,2087.372383
230.0,11,2087.377839
244.0,12,2087.383846
224.0,11,2087.388954
234.0,11,2087.394041
226.0,11,2087.399076
240.0,11,2087.404353
250.0,11,2087.40936
260.0,12,2087.414832
230.0,11,2087.419678
240.0,12,2087.424836
232.0,11,2087.429447
238.0,11,2087.433971
240.0,12,2087.440842
242.0,12,2087.445803
232.0,12,2087.450618
226.0,11,2087.455098
232.0,11,2087.459563
236.0,11,2087.463828
236.0,11,2087.468028
234.0,11,2087.472355
234.0,11,2087.476607
236.0,11,2087.480889
268.0,12,2087.485539
238.0,11,2087.489609
230.0,11,2087.493545
240.0,11,2087.497476
226.0,11,2087.501481
254.0,12,2087.505859
238.0,11,2087.509844
224.0,11,2087.513798
234.0,12,2087.518092
266.0,12,2087.522501
242.0,12,2087.526753
254.0,12,2087.531222
224.0,11,2087.535108
252.0,11,2087.540863
224.0,11,2087.544805
234.0,12,2087.548978
236.0,11,2087.552776
234.0,11,2087.556639
252.0,12,2087.560821
230.0,11,2087.564676
258.0,12,2087.568862
232.0,11,2087.572701
226.0,11,2087.576591
236.0,11,2087.580348
234.0,11,2087.584153
232.0,11,2087.588049
228.0,11,2087.591859
250.0,12,2087.595986
232.0,11,2087.599699
226.0,11,2087.603411
230.0,11,2087.607056
264.0,13,2087.611373
238.0,11,2087.615053
234.0,11,2087.618844
230.0,11,2087.62254
244.0,12,2087.62655
232.0,11,2087.63012
246.0,12,2087.634025
234.0,11,2087.637592
254.0,12,2087.643332
272.0,13,2089.934268
254.0,12,2089.951091
232.0,11,2089.960745
252.0,11,2089.968791
246.0,12,2089.977565
234.0,11,2089.985136
238.0,11,2089.992833
248.0,11,2090.000381
236.0,11,2090.008126
232.0,11,2090.015579
254.0,12,2090.023847
248.0,11,2090.035279
230.0,11,2090.043066
244.0,11,2090.05056
228.0,11,2090.057851
236.0,11,2090.065342
228.0,11,2090.072557
236.0,11,2090.079903
234.0,11,2090.08832
230.0,11,2090.096864
230.0,11,2090.104591
226.0,11,2090.111473
242.0,12,2090.118826
224.0,11,2090.125359
236.0,11,2090.131352
244.0,11,2090.145942
226.0,11,2090.150899
260.0,12,2090.156311
234.0,11,2090.161241
248.0,12,2090.166557
240.0,11,2090.171166
254.0,12,2090.176131
236.0,11,2090.180746
242.0,11,2090.185308
226.0,11,2090.189847
238.0,11,2090.194365
226.0,11,2090.198664
230.0,11,2090.202887
236.0,11,2090.207216
240.0,11,2090.211591
226.0,11,2090.215851
250.0,12,2090.220502
238.0,12,2090.225065
252.0,12,2090.229454
230.0,11,2090.233478
228.0,11,2090.239632
236.0,11,2090.243721
254.0,12,2090.248068
250.0,12,2090.25241
256.0,12,2090.256837
236.0,11,2090.26069
226.0,11,2090.264529
236.0,11,2090.268437
248.0,12,2090.272722
230.0,11,2090.276577
256.0,12,2090.280742
224.0,11,2090.284573
256.0,12,2090.288673
238.0,11,2090.292317
246.0,12,2090.296257
230.0,11,2090.29988
242.0,11,2090.30353
234.0,11,2090.307185
228.0,11,2090.310945
244.0,11,2090.314707
238.0,11,2090.318414
246.0,12,2090.322384
238.0,11,2090.325914
234.0,11,2090.329406
236.0,11,2090.332927
256.0,12,2090.338797
266.0,13,2090.343246
224.0,11,2090.346778
236.0,11,2090.35036
238.0,11,2090.353937
254.0,12,2090.35778
236.0,11,2090.361343
256.0,12,2090.36521
234.0,11,2090.368723
236.0,11,2090.372366
274.0,13,2090.376533
264.0,12,2090.380422
238.0,11,2090.383916
236.0,11,2090.387442
228.0,11,2090.391012
244.0,11,2090.394575
236.0,11,2090.398156
252.0,11,2090.401694
240.0,12,2090.405519
230.0,11,2090.409014
230.0,11,2092.494276
232.0,11,2092.507077
230.0,11,2092.516544
248.0,11,2092.525581
252.0,12,2092.535177
232.0,11,2092.544111
264.0,12,2092.553541
236.0,11,2092.562389
232.0,12,2092.571693
252.0,11,2092.580155
238.0,11,2092.588726
244.0,12,2092.597942
232.0,11,2092.609044
250.0,12,2092.618751
238.0,11,2092.627086
230.0,11,2092.635123
240.0,12,2092.644086
226.0,11,2092.652356
252.0,12,2092.661154
240.0,11,2092.669363
246.0,11,2092.677717
228.0,11,2092.685803
232.0,11,2092.693695
230.0,11,2092.700432
234.0,11,2092.709687
230.0,11,2092.716122
234.0,12,2092.722681
274.0,12,2092.729048
252.0,12,2092.735592
236.0,11,2092.741168
242.0,11,2092.746682
246.0,12,2092.752548
252.0,12,2092.765921
238.0,11,2092.772944
244.0,12,2092.777799
250.0,12,2092.782671
230.0,11,2092.787238
246.0,12,2092.792032
234.0,11,2092.796337
232.0,11,2092.800497
250.0,12,2092.807008
224.0,11,2092.811359
264.0,12,2092.816061
250.0,12,2092.820662
244.0,11,2092.82499
234.0,11,2092.829123
250.0,12,2092.833467
230.0,11,2092.83757
232.0,11,2092.841873
254.0,12,2092.846249
242.0,11,2092.850246
230.0,11,2092.854378
264.0,12,2092.858721
240.0,11,2092.862761
244.0,11,2092.866836
250.0,11,2092.870965
274.0,13,2092.87569
254.0,12,2092.880213
230.0,11,2092.884365
230.0,11,2092.888725
230.0,11,2092.892925
228.0,11,2092.897123
232.0,11,2092.901415
248.0,12,2092.906176
238.0,12,2092.913903
234.0,11,2092.918169
234.0,11,2092.922505
248.0,12,2092.927053
232.0,11,2092.931249
244.0,12,2092.935767
248.0,12,2092.940403
238.0,12,2092.94489
228.0,11,2092.949083
244.0,12,2092.953664
254.0,12,2092.958128
228.0,11,2092.962318
252.0,11,2092.966509
228.0,11,2092.970749
232.0,11,2092.974873
250.0,12,2092.979174
252.0,12,2092.983478
262.0,12,2092.987893
238.0,11,2092.991954
252.0,11,2092.995974
228.0,11,2092.999881
234.0,11,2093.003849
242.0,11,2093.007739
244.0,12,2093.013826
230.0,11,2093.017717
236.0,11,2093.021581
244.0,12,2095.522694
260.0,12,2095.53904
236.0,11,2095.546718
224.0,11,2095.554147
256.0,12,2095.562229
242.0,12,2095.57007
232.0,11,2095.577399
254.0,12,2095.588086
232.0,11,2095.595594
236.0,11,2095.602922
224.0,11,2095.610149
232.0,11,2095.617339
242.0,11,2095.624503
236.0,11,2095.631856
232.0,11,2095.638892
228.0,11,2095.645827
248.0,11,2095.652719
228.0,11,2095.659809
234.0,11,2095.666624
244.0,12,2095.674026
228.0,11,2095.680964
230.0,11,2095.690381
232.0,11,2095.697177
230.0,11,2095.703919
230.0,11,2095.710237
250.0,12,2095.716944
230.0,11,2095.723169
238.0,11,2095.729289
232.0,11,2095.735272
240.0,11,2095.740659
260.0,12,2095.746519
232.0,11,2095.751857
252.0,11,2095.757012
254.0,12,2095.762352
230.0,11,2095.767212
240.0,11,2095.772163
232.0,11,2095.776885
240.0,11,2095.781561
224.0,11,2095.786236
224.0,11,2095.793716
238.0,11,2095.798411
252.0,12,2095.803324
236.0,11,2095.807851
236.0,11,2095.812261
248.0,12,2095.816978
224.0,11,2095.82137
244.0,12,2095.826277
250.0,12,2095.831054
240.0,12,2095.835621
242.0,11,2095.839879
236.0,11,2095.844028
252.0,11,2095.848223
252.0,12,2095.852751
252.0,12,2095.857345
244.0,11,2095.861377
232.0,11,2095.865428
236.0,11,2095.869634
234.0,11,2095.873807
234.0,11,2095.877847
232.0,11,2095.881922
228.0,11,2095.885957
266.0,12,2095.892132
226.0,11,2095.895976
224.0,11,2095.899764
244.0,12,2095.903987
232.0,11,2095.907987
234.0,11,2095.91177
232.0,11,2095.915616
246.0,12,2095.919796
240.0,11,2095.923753
228.0,11,2095.927608
252.0,12,2095.931776
224.0,11,2095.935623
228.0,11,2095.939541
232.0,11,2095.943285
228.0,11,2095.947008
228.0,11,2095.950699
242.0,12,2095.954832
248.0,12,2095.958776
248.0,12,2095.962799
274.0,13,2095.967041
238.0,11,2095.9708
236.0,11,2095.974437
260.0,12,2095.978353
234.0,11,2095.982018
246.0,12,2095.985914
248.0,11,2095.989561
254.0,12,2095.99525
248.0,12,2095.999223
246.0,11,2096.002763
230.0,11,2096.006399
254.0,12,2099.38744
236.0,11,2099.396116
224.0,11,2099.403903
234.0,11,2099.411557
248.0,12,2099.420058
228.0,11,2099.427632
234.0,11,2099.435098
236.0,11,2099.442416
236.0,11,2099.449814
226.0,11,2099.457049
252.0,12,2099.464854
238.0,11,2099.47209
230.0,11,2099.48339
236.0,11,2099.490396
224.0,11,2099.497498
230.0,11,2099.504512
234.0,11,2099.51144
236.0,11,2099.518429
238.0,11,2099.525368
228.0,11,2099.532182
250.0,12,2099.539698
244.0,12,2099.547111
228.0,11,2099.553864
232.0,11,2099.560058
232.0,11,2099.566322
260.0,12,2099.572852
238.0,11,2099.581313
262.0,12,2099.588133
242.0,11,2099.594455
234.0,11,2099.600564
240.0,12,2099.606977
228.0,11,2099.612534
230.0,11,2099.61803
234.0,11,2099.623736
232.0,11,2099.62897
228.0,11,2099.634079
242.0,11,2099.639279
244.0,12,2099.644676
236.0,11,2099.649488
230.0,11,2099.65421
240.0,12,2099.659388
240.0,11,2099.664111
242.0,11,2099.668863
226.0,11,2099.673454
250.0,12,2099.6783
256.0,12,2099.685218
232.0,11,2099.689719
232.0,11,2099.694182
248.0,11,2099.698688
234.0,11,2099.702965
236.0,12,2099.70783
240.0,11,2099.712152
240.0,11,2099.716418
258.0,12,2099.721106
274.0,12,2099.725733
252.0,12,2099.730327
244.0,11,2099.734432
254.0,12,2099.738801
258.0,12,2099.743121
232.0,11,2099.747129
234.0,11,2099.751101
236.0,11,2099.755205
236.0,11,2099.759278
252.0,12,2099.763671
230.0,11,2099.767594
230.0,11,2099.771458
242.0,11,2099.775306
236.0,11,2099.779029
250.0,12,2099.784991
256.0,12,2099.789247
242.0,12,2099.793497
236.0,11,2099.797339
226.0,11,2099.801176
236.0,12,2099.805412
230.0,11,2099.809241
258.0,12,2099.813481
234.0,11,2099.817246
232.0,11,2099.821069
248.0,12,2099.825133
272.0,13,2099.829435
250.0,12,2099.833395
228.0,11,2099.837083
238.0,12,2099.841144
248.0,11,2099.84481
246.0,12,2099.848798
258.0,12,2099.852733
250.0,12,2099.856735
226.0,11,2099.860416
236.0,11,2099.864136
234.0,11,2099.867721
266.0,12,2101.390842
236.0,11,2101.400067
238.0,11,2101.409172
228.0,11,2101.418286
232.0,11,2101.431715
236.0,11,2101.440874
246.0,12,2101.450334
236.0,11,2101.458893
232.0,11,2101.467714
236.0,11,2101.476472
256.0,12,2101.485623
226.0,11,2101.493952
230.0,11,2101.502388
232.0,11,2101.510705
250.0,12,2101.519744
260.0,12,2101.53294
248.0,12,2101.543884
232.0,11,2101.551347
232.0,11,2101.558834
248.0,12,2101.566914
252.0,12,2101.575481
226.0,11,2101.583093
230.0,11,2101.590551
248.0,12,2101.598713
232.0,11,2101.605462
240.0,11,2101.611759
242.0,12,2101.618726
240.0,11,2101.624611
230.0,11,2101.630244
238.0,11,2101.638352
256.0,12,2101.644336
254.0,12,2101.649968
224.0,11,2101.655131
230.0,11,2101.660479
232.0,11,2101.665652
228.0,11,2101.670647
254.0,12,2101.676046
258.0,12,2101.681337
246.0,11,2101.686147
230.0,11,2101.690924
230.0,11,2101.695402
234.0,11,2101.699929
250.0,11,2101.704484
254.0,12,2101.709425
238.0,12,2101.714258
238.0,11,2101.71854
244.0,11,2101.722861
268.0,13,2101.727929
234.0,11,2101.73221
270.0,12,2101.738936
228.0,11,2101.743176
244.0,12,2101.747655
256.0,12,2101.752118
242.0,11,2101.756344
236.0,11,2101.760524
254.0,12,2101.764949
242.0,11,2101.768904
248.0,12,2101.77339
254.0,12,2101.777734
230.0,11,2101.781605
230.0,11,2101.785417
248.0,12,2101.789629
250.0,12,2101.793763
252.0,12,2101.797919
232.0,11,2101.801731
234.0,11,2101.80571
228.0,11,2101.809561
224.0,11,2101.81335
246.0,12,2101.817398
244.0,12,2101.821504
226.0,11,2101.825245
230.0,11,2101.828967
234.0,11,2101.832739
242.0,11,2101.838076
260.0,12,2101.842335
246.0,12,2101.846389
248.0,11,2101.850149
242.0,12,2101.854319
238.0,12,2101.858506
236.0,11,2101.862222
254.0,12,2101.866318
248.0,11,2101.890236
238.0,12,2101.894294
224.0,11,2101.897911
228.0,11,2101.901486
246.0,11,2101.905365
236.0,11,2101.909094
252.0,12,2101.91299
240.0,12,2101.916971
236.0,11,2103.342055
234.0,11,2103.350663
246.0,12,2103.359548
256.0,12,2103.368512
236.0,12,2103.377519
234.0,11,2103.388714
234.0,11,2103.396632
236.0,11,2103.404591
228.0,11,2103.412736
248.0,12,2103.421169
256.0,12,2103.429607
232.0,11,2103.436925
232.0,11,2103.444527
230.0,11,2103.452097
246.0,12,2103.460342
244.0,12,2103.468143
272.0,13,2103.476954
246.0,12,2103.487432
234.0,11,2103.494926
266.0,12,2103.50279
234.0,11,2103.510309
226.0,11,2103.517473
254.0,12,2103.525516
236.0,11,2103.532604
244.0,11,2103.539772
240.0,11,2103.546816
264.0,12,2103.553975
240.0,11,2103.560145
246.0,12,2103.566753
226.0,11,2103.572305
256.0,12,2103.578539
228.0,11,2103.583955
246.0,11,2103.59151
244.0,12,2103.59718
242.0,11,2103.602501
250.0,11,2103.60778
260.0,12,2103.613739
230.0,11,2103.618683
252.0,12,2103.623956
238.0,11,2103.628743
232.0,11,2103.633469
270.0,13,2103.638934
238.0,11,2103.643795
236.0,11,2103.648314
232.0,11,2103.652813
240.0,11,2103.657181
238.0,11,2103.661663
244.0,11,2103.666132
250.0,12,2103.670928
246.0,12,2103.675646
246.0,12,2103.68013
230.0,11,2103.684243
232.0,11,2103.690228
240.0,11,2103.694585
246.0,11,2103.698725
240.0,12,2103.703298
240.0,11,2103.707546
232.0,11,2103.711809
230.0,11,2103.71579
232.0,11,2103.719859
230.0,11,2103.723905
244.0,12,2103.728255
234.0,11,2103.732131
238.0,11,2103.736006
260.0,12,2103.74036
234.0,11,2103.744132
242.0,12,2103.748171
230.0,11,2103.752128
234.0,11,2103.755911
244.0,12,2103.760009
226.0,11,2103.763748
240.0,12,2103.767783
238.0,11,2103.771697
242.0,11,2103.77547
234.0,11,2103.779131
226.0,11,2103.782795
232.0,11,2103.786438
228.0,11,2103.79184
236.0,11,2103.795628
236.0,11,2103.799233
230.0,11,2103.802853
228.0,11,2103.806647
248.0,12,2103.810809
236.0,11,2103.814415
230.0,11,2103.81806
228.0,11,2103.821691
268.0,12,2103.825787
252.0,12,2103.829685
230.0,11,2103.833317
226.0,11,2103.836902
236.0,11,2103.840549
258.0,12,2105.476802
234.0,11,2105.485987
240.0,12,2105.495769
234.0,11,2105.504668
228.0,11,2105.513649
246.0,11,2105.522622
232.0,11,2105.53126
238.0,11,2105.542701
236.0,11,2105.552269
238.0,12,2105.561912
274.0,13,2105.571972
248.0,11,2105.580584
252.0,12,2105.589673
228.0,11,2105.597945
248.0,12,2105.606685
230.0,11,2105.614643
252.0,12,2105.626256
234.0,11,2105.634762
248.0,11,2105.64686
266.0,12,2105.656325
232.0,11,2105.664763
254.0,12,2105.673703
236.0,11,2105.681906
262.0,12,2105.690809
250.0,11,2105.698866
224.0,11,2105.706709
230.0,11,2105.713962
246.0,12,2105.721404
252.0,12,2105.728485
224.0,11,2105.734401
250.0,12,2105.741091
226.0,11,2105.75035
230.0,11,2105.756163
234.0,11,2105.761739
258.0,12,2105.767622
264.0,12,2105.773431
234.0,11,2105.77885
246.0,12,2105.784471
226.0,11,2105.78955
232.0,11,2105.79444
250.0,12,2105.799591
224.0,11,2105.804278
232.0,11,2105.808992
242.0,11,2105.813745
238.0,11,2105.818417
236.0,11,2105.822841
226.0,11,2105.82724
228.0,11,2105.831745
230.0,11,2105.836339
252.0,12,2105.841302
226.0,11,2105.845676
260.0,12,2105.853612
230.0,11,2105.857975
242.0,11,2105.862262
250.0,12,2105.86689
230.0,11,2105.871056
258.0,12,2105.875894
230.0,11,2105.879986
244.0,12,2105.884439
252.0,12,2105.888854
238.0,11,2105.893156
244.0,11,2105.897257
236.0,12,2105.901579
252.0,12,2105.905973
250.0,12,2105.910334
246.0,12,2105.914613
240.0,11,2105.9185
254.0,12,2105.922793
230.0,11,2105.926635
264.0,12,2105.930778
228.0,11,2105.934552
226.0,11,2105.93846
250.0,12,2105.942663
234.0,11,2105.94644
226.0,11,2105.950233
